"Source descriptor","Target descriptor","Source_state","Target_state","Score_agreed","Conf_agreed","Panel_reasoning"
"Investment_Availability","Grid_Development","Medium","Lagging","-1","4","Investment availability and grid development align ordinally: low capital promotes lagging grid (+2) and strongly hinders strong grid (−3); high capital strongly hinders lagging (−3) and strongly supports strong grid (+3); medium capital supports moderate grid (+2) and weakly supports strong (+1); off-diagonal cells (e.g. Low→Moderate, High→Moderate) scored 0 or −1 with confidence 3–4; highest confidence on main diagonal and strong hinder/support cells."
"Investment_Availability","Grid_Development","Medium","Moderate","2","4","Investment availability and grid development align ordinally: low capital promotes lagging grid (+2) and strongly hinders strong grid (−3); high capital strongly hinders lagging (−3) and strongly supports strong grid (+3); medium capital supports moderate grid (+2) and weakly supports strong (+1); off-diagonal cells (e.g. Low→Moderate, High→Moderate) scored 0 or −1 with confidence 3–4; highest confidence on main diagonal and strong hinder/support cells."
"Investment_Availability","Grid_Development","Medium","Strong","1","4","Investment availability and grid development align ordinally: low capital promotes lagging grid (+2) and strongly hinders strong grid (−3); high capital strongly hinders lagging (−3) and strongly supports strong grid (+3); medium capital supports moderate grid (+2) and weakly supports strong (+1); off-diagonal cells (e.g. Low→Moderate, High→Moderate) scored 0 or −1 with confidence 3–4; highest confidence on main diagonal and strong hinder/support cells."
"Investment_Availability","Grid_Development","High","Lagging","-3","5","Investment availability and grid development align ordinally: low capital promotes lagging grid (+2) and strongly hinders strong grid (−3); high capital strongly hinders lagging (−3) and strongly supports strong grid (+3); medium capital supports moderate grid (+2) and weakly supports strong (+1); off-diagonal cells (e.g. Low→Moderate, High→Moderate) scored 0 or −1 with confidence 3–4; highest confidence on main diagonal and strong hinder/support cells."
"Investment_Availability","Grid_Development","High","Moderate","-1","3","Investment availability and grid development align ordinally: low capital promotes lagging grid (+2) and strongly hinders strong grid (−3); high capital strongly hinders lagging (−3) and strongly supports strong grid (+3); medium capital supports moderate grid (+2) and weakly supports strong (+1); off-diagonal cells (e.g. Low→Moderate, High→Moderate) scored 0 or −1 with confidence 3–4; highest confidence on main diagonal and strong hinder/support cells."
"Investment_Availability","Grid_Development","High","Strong","3","5","Investment availability and grid development align ordinally: low capital promotes lagging grid (+2) and strongly hinders strong grid (−3); high capital strongly hinders lagging (−3) and strongly supports strong grid (+3); medium capital supports moderate grid (+2) and weakly supports strong (+1); off-diagonal cells (e.g. Low→Moderate, High→Moderate) scored 0 or −1 with confidence 3–4; highest confidence on main diagonal and strong hinder/support cells."
"Investment_Availability","Electrification_Pace","Low","Slow","2","4","Investment availability (DE/EU) aligns with electrification pace (DE): low capital promotes slow and hinders high electrification; high capital promotes high and hinders slow. Diagonal +2 (Conf 4); opposite corners Low→High and High→Slow −2 (Conf 4); other off-diagonals ±1 (Conf 3). Evidence from investment, infrastructure and deployment literature."
"Investment_Availability","Electrification_Pace","Low","Medium","-1","3","Investment availability (DE/EU) aligns with electrification pace (DE): low capital promotes slow and hinders high electrification; high capital promotes high and hinders slow. Diagonal +2 (Conf 4); opposite corners Low→High and High→Slow −2 (Conf 4); other off-diagonals ±1 (Conf 3). Evidence from investment, infrastructure and deployment literature."
"Investment_Availability","Electrification_Pace","Low","High","-2","4","Investment availability (DE/EU) aligns with electrification pace (DE): low capital promotes slow and hinders high electrification; high capital promotes high and hinders slow. Diagonal +2 (Conf 4); opposite corners Low→High and High→Slow −2 (Conf 4); other off-diagonals ±1 (Conf 3). Evidence from investment, infrastructure and deployment literature."
"Investment_Availability","Electrification_Pace","Medium","Slow","-1","3","Investment availability (DE/EU) aligns with electrification pace (DE): low capital promotes slow and hinders high electrification; high capital promotes high and hinders slow. Diagonal +2 (Conf 4); opposite corners Low→High and High→Slow −2 (Conf 4); other off-diagonals ±1 (Conf 3). Evidence from investment, infrastructure and deployment literature."
"Investment_Availability","Electrification_Pace","Medium","Medium","2","4","Investment availability (DE/EU) aligns with electrification pace (DE): low capital promotes slow and hinders high electrification; high capital promotes high and hinders slow. Diagonal +2 (Conf 4); opposite corners Low→High and High→Slow −2 (Conf 4); other off-diagonals ±1 (Conf 3). Evidence from investment, infrastructure and deployment literature."
"Investment_Availability","Electrification_Pace","Medium","High","1","3","Investment availability (DE/EU) aligns with electrification pace (DE): low capital promotes slow and hinders high electrification; high capital promotes high and hinders slow. Diagonal +2 (Conf 4); opposite corners Low→High and High→Slow −2 (Conf 4); other off-diagonals ±1 (Conf 3). Evidence from investment, infrastructure and deployment literature."
"Investment_Availability","Electrification_Pace","High","Slow","-2","4","Investment availability (DE/EU) aligns with electrification pace (DE): low capital promotes slow and hinders high electrification; high capital promotes high and hinders slow. Diagonal +2 (Conf 4); opposite corners Low→High and High→Slow −2 (Conf 4); other off-diagonals ±1 (Conf 3). Evidence from investment, infrastructure and deployment literature."
"Investment_Availability","Electrification_Pace","High","Medium","-1","3","Investment availability (DE/EU) aligns with electrification pace (DE): low capital promotes slow and hinders high electrification; high capital promotes high and hinders slow. Diagonal +2 (Conf 4); opposite corners Low→High and High→Slow −2 (Conf 4); other off-diagonals ±1 (Conf 3). Evidence from investment, infrastructure and deployment literature."
"Investment_Availability","Electrification_Pace","High","High","2","4","Investment availability (DE/EU) aligns with electrification pace (DE): low capital promotes slow and hinders high electrification; high capital promotes high and hinders slow. Diagonal +2 (Conf 4); opposite corners Low→High and High→Slow −2 (Conf 4); other off-diagonals ±1 (Conf 3). Evidence from investment, infrastructure and deployment literature."
"Investment_Availability","Industrial_Energy_Demand","Low","High","-2","4","Investment availability and industrial energy demand aligned along diagonal: Low investment hinders High demand and supports Low demand; High investment supports High demand and hinders Low demand; Medium supports Medium; off-diagonal cells 0 or ±1; confidence 4 on main impact cells, 3 elsewhere."
